type,name,email,createdAt,sku,description,price,active,qty,category,order,items,status,method,reference,expiresAt
RESERVATION,,customer84@example.com,2025-04-08T09:15:28.520964200Z,SKU270,,,,1,,,,,,,2026-01-21T10:51:28.520964200Z
RESERVATION,,customer269@example.com,2026-01-07T09:15:28.520964200Z,SKU989,,,,4,,,,,,,2026-01-21T11:03:28.520964200Z
RESERVATION,,customer413@example.com,2025-06-17T09:15:28.520964200Z,SKU263,,,,2,,,,,,,2026-01-21T10:34:28.520964200Z
RESERVATION,,customer462@example.com,2025-06-01T09:15:28.520964200Z,SKU876,,,,4,,,,,,,2026-01-21T10:00:28.520964200Z
RESERVATION,,customer259@example.com,2025-09-15T09:15:28.520964200Z,SKU113,,,,3,,,,,,,2026-01-21T09:43:28.520964200Z
RESERVATION,,customer66@example.com,2025-08-20T09:15:28.520964200Z,SKU802,,,,2,,,,,,,2026-01-21T09:44:28.520964200Z
RESERVATION,,customer127@example.com,2025-04-02T09:15:28.520964200Z,SKU562,,,,2,,,,,,,2026-01-21T09:55:28.520964200Z
RESERVATION,,customer480@example.com,2025-06-26T09:15:28.520964200Z,SKU441,,,,1,,,,,,,2026-01-21T10:26:28.520964200Z
RESERVATION,,customer76@example.com,2025-06-17T09:15:28.520964200Z,SKU266,,,,5,,,,,,,2026-01-21T10:57:28.520964200Z
RESERVATION,,customer62@example.com,2025-06-04T09:15:28.520964200Z,SKU898,,,,1,,,,,,,2026-01-21T10:19:28.520964200Z
RESERVATION,,customer449@example.com,2025-05-20T09:15:28.520964200Z,SKU246,,,,2,,,,,,,2026-01-21T09:45:28.520964200Z
RESERVATION,,customer407@example.com,2025-12-25T09:15:28.520964200Z,SKU139,,,,3,,,,,,,2026-01-21T09:42:28.520964200Z
RESERVATION,,customer326@example.com,2026-01-05T09:15:28.520964200Z,SKU774,,,,3,,,,,,,2026-01-21T10:54:28.520964200Z
RESERVATION,,customer67@example.com,2025-12-11T09:15:28.520964200Z,SKU946,,,,3,,,,,,,2026-01-21T10:26:28.520964200Z
RESERVATION,,customer478@example.com,2025-08-06T09:15:28.520964200Z,SKU531,,,,4,,,,,,,2026-01-21T11:13:28.520964200Z
RESERVATION,,customer42@example.com,2025-10-24T09:15:28.520964200Z,SKU803,,,,3,,,,,,,2026-01-21T10:47:28.520964200Z
RESERVATION,,customer112@example.com,2025-11-30T09:15:28.520964200Z,SKU730,,,,3,,,,,,,2026-01-21T11:27:28.520964200Z
RESERVATION,,customer201@example.com,2025-02-13T09:15:28.520964200Z,SKU29,,,,3,,,,,,,2026-01-21T11:19:28.520964200Z
RESERVATION,,customer267@example.com,2025-01-27T09:15:28.520964200Z,SKU967,,,,3,,,,,,,2026-01-21T09:33:28.520964200Z
RESERVATION,,customer480@example.com,2025-03-15T09:15:28.520964200Z,SKU324,,,,2,,,,,,,2026-01-21T10:07:28.520964200Z
RESERVATION,,customer228@example.com,2025-04-29T09:15:28.520964200Z,SKU127,,,,1,,,,,,,2026-01-21T10:27:28.520964200Z
RESERVATION,,customer273@example.com,2025-07-28T09:15:28.522967400Z,SKU312,,,,4,,,,,,,2026-01-21T11:13:28.522967400Z
RESERVATION,,customer154@example.com,2025-10-02T09:15:28.522967400Z,SKU543,,,,1,,,,,,,2026-01-21T10:54:28.522967400Z
RESERVATION,,customer24@example.com,2025-07-28T09:15:28.522967400Z,SKU916,,,,5,,,,,,,2026-01-21T10:37:28.522967400Z
RESERVATION,,customer61@example.com,2025-02-25T09:15:28.522967400Z,SKU292,,,,2,,,,,,,2026-01-21T11:29:28.522967400Z
RESERVATION,,customer92@example.com,2025-05-02T09:15:28.522967400Z,SKU366,,,,3,,,,,,,2026-01-21T10:10:28.522967400Z
RESERVATION,,customer434@example.com,2025-02-25T09:15:28.522967400Z,SKU854,,,,3,,,,,,,2026-01-21T11:16:28.522967400Z
RESERVATION,,customer291@example.com,2025-02-12T09:15:28.522967400Z,SKU888,,,,4,,,,,,,2026-01-21T11:19:28.522967400Z
RESERVATION,,customer366@example.com,2026-01-19T09:15:28.522967400Z,SKU364,,,,3,,,,,,,2026-01-21T10:39:28.522967400Z
RESERVATION,,customer136@example.com,2025-08-27T09:15:28.522967400Z,SKU953,,,,1,,,,,,,2026-01-21T09:33:28.522967400Z
RESERVATION,,customer170@example.com,2025-05-21T09:15:28.522967400Z,SKU93,,,,4,,,,,,,2026-01-21T09:55:28.522967400Z
RESERVATION,,customer97@example.com,2025-12-04T09:15:28.522967400Z,SKU424,,,,5,,,,,,,2026-01-21T10:12:28.522967400Z
RESERVATION,,customer356@example.com,2025-09-07T09:15:28.522967400Z,SKU711,,,,4,,,,,,,2026-01-21T09:32:28.522967400Z
RESERVATION,,customer56@example.com,2025-09-21T09:15:28.522967400Z,SKU771,,,,1,,,,,,,2026-01-21T09:58:28.522967400Z
RESERVATION,,customer500@example.com,2025-07-03T09:15:28.522967400Z,SKU305,,,,2,,,,,,,2026-01-21T11:00:28.522967400Z
RESERVATION,,customer218@example.com,2025-04-06T09:15:28.522967400Z,SKU214,,,,3,,,,,,,2026-01-21T10:09:28.522967400Z
RESERVATION,,customer233@example.com,2025-07-12T09:15:28.522967400Z,SKU253,,,,3,,,,,,,2026-01-21T10:22:28.522967400Z
RESERVATION,,customer76@example.com,2025-02-09T09:15:28.522967400Z,SKU136,,,,3,,,,,,,2026-01-21T10:59:28.522967400Z
RESERVATION,,customer276@example.com,2025-06-29T09:15:28.522967400Z,SKU364,,,,5,,,,,,,2026-01-21T10:21:28.522967400Z
RESERVATION,,customer360@example.com,2025-09-16T09:15:28.522967400Z,SKU454,,,,1,,,,,,,2026-01-21T10:44:28.522967400Z
RESERVATION,,customer346@example.com,2025-10-29T09:15:28.522967400Z,SKU998,,,,3,,,,,,,2026-01-21T10:57:28.522967400Z
RESERVATION,,customer464@example.com,2025-09-22T09:15:28.522967400Z,SKU930,,,,4,,,,,,,2026-01-21T10:23:28.522967400Z
RESERVATION,,customer405@example.com,2025-11-01T09:15:28.522967400Z,SKU626,,,,1,,,,,,,2026-01-21T10:37:28.522967400Z
RESERVATION,,customer171@example.com,2025-02-09T09:15:28.522967400Z,SKU937,,,,3,,,,,,,2026-01-21T10:14:28.522967400Z
RESERVATION,,customer302@example.com,2025-10-29T09:15:28.522967400Z,SKU589,,,,5,,,,,,,2026-01-21T09:41:28.522967400Z
RESERVATION,,customer15@example.com,2025-08-28T09:15:28.522967400Z,SKU464,,,,3,,,,,,,2026-01-21T09:42:28.522967400Z
RESERVATION,,customer31@example.com,2025-12-25T09:15:28.522967400Z,SKU77,,,,3,,,,,,,2026-01-21T11:28:28.522967400Z
RESERVATION,,customer153@example.com,2025-06-14T09:15:28.522967400Z,SKU356,,,,5,,,,,,,2026-01-21T10:01:28.522967400Z
RESERVATION,,customer330@example.com,2025-05-24T09:15:28.522967400Z,SKU435,,,,3,,,,,,,2026-01-21T09:38:28.522967400Z
RESERVATION,,customer137@example.com,2025-11-12T09:15:28.522967400Z,SKU67,,,,1,,,,,,,2026-01-21T10:26:28.522967400Z
RESERVATION,,customer329@example.com,2025-03-02T09:15:28.522967400Z,SKU115,,,,2,,,,,,,2026-01-21T10:19:28.522967400Z
RESERVATION,,customer173@example.com,2025-11-05T09:15:28.522967400Z,SKU328,,,,3,,,,,,,2026-01-21T11:06:28.522967400Z
RESERVATION,,customer454@example.com,2026-01-19T09:15:28.522967400Z,SKU321,,,,1,,,,,,,2026-01-21T09:39:28.522967400Z
RESERVATION,,customer317@example.com,2025-06-27T09:15:28.522967400Z,SKU111,,,,1,,,,,,,2026-01-21T11:25:28.522967400Z
RESERVATION,,customer391@example.com,2025-05-31T09:15:28.522967400Z,SKU651,,,,3,,,,,,,2026-01-21T10:28:28.522967400Z
RESERVATION,,customer56@example.com,2025-10-20T09:15:28.522967400Z,SKU854,,,,3,,,,,,,2026-01-21T09:37:28.522967400Z
RESERVATION,,customer126@example.com,2026-01-17T09:15:28.522967400Z,SKU974,,,,4,,,,,,,2026-01-21T11:24:28.522967400Z
RESERVATION,,customer329@example.com,2025-11-21T09:15:28.522967400Z,SKU194,,,,1,,,,,,,2026-01-21T10:57:28.522967400Z
RESERVATION,,customer262@example.com,2025-05-08T09:15:28.522967400Z,SKU551,,,,3,,,,,,,2026-01-21T09:53:28.522967400Z
RESERVATION,,customer161@example.com,2025-02-04T09:15:28.522967400Z,SKU545,,,,3,,,,,,,2026-01-21T09:32:28.522967400Z
RESERVATION,,customer258@example.com,2025-05-05T09:15:28.522967400Z,SKU439,,,,3,,,,,,,2026-01-21T09:36:28.522967400Z
RESERVATION,,customer27@example.com,2025-05-02T09:15:28.522967400Z,SKU924,,,,1,,,,,,,2026-01-21T10:09:28.522967400Z
RESERVATION,,customer32@example.com,2025-06-27T09:15:28.522967400Z,SKU988,,,,4,,,,,,,2026-01-21T11:07:28.522967400Z
RESERVATION,,customer122@example.com,2025-12-10T09:15:28.522967400Z,SKU487,,,,1,,,,,,,2026-01-21T09:38:28.522967400Z
RESERVATION,,customer103@example.com,2025-08-12T09:15:28.522967400Z,SKU429,,,,1,,,,,,,2026-01-21T10:43:28.522967400Z
RESERVATION,,customer314@example.com,2025-06-06T09:15:28.522967400Z,SKU835,,,,1,,,,,,,2026-01-21T11:23:28.522967400Z
RESERVATION,,customer388@example.com,2025-08-04T09:15:28.522967400Z,SKU413,,,,1,,,,,,,2026-01-21T11:18:28.522967400Z
RESERVATION,,customer444@example.com,2025-10-22T09:15:28.522967400Z,SKU845,,,,1,,,,,,,2026-01-21T11:08:28.522967400Z
RESERVATION,,customer308@example.com,2025-10-27T09:15:28.522967400Z,SKU569,,,,3,,,,,,,2026-01-21T09:37:28.522967400Z
RESERVATION,,customer127@example.com,2025-04-12T09:15:28.522967400Z,SKU593,,,,3,,,,,,,2026-01-21T10:22:28.522967400Z
RESERVATION,,customer482@example.com,2025-09-28T09:15:28.522967400Z,SKU406,,,,3,,,,,,,2026-01-21T11:28:28.522967400Z
RESERVATION,,customer141@example.com,2025-07-13T09:15:28.522967400Z,SKU350,,,,4,,,,,,,2026-01-21T10:23:28.522967400Z
RESERVATION,,customer13@example.com,2025-04-25T09:15:28.522967400Z,SKU675,,,,3,,,,,,,2026-01-21T10:57:28.522967400Z
RESERVATION,,customer225@example.com,2025-09-02T09:15:28.522967400Z,SKU813,,,,5,,,,,,,2026-01-21T10:21:28.522967400Z
RESERVATION,,customer102@example.com,2025-09-01T09:15:28.522967400Z,SKU669,,,,2,,,,,,,2026-01-21T11:07:28.522967400Z
RESERVATION,,customer313@example.com,2025-08-05T09:15:28.522967400Z,SKU183,,,,3,,,,,,,2026-01-21T10:21:28.522967400Z
RESERVATION,,customer168@example.com,2025-03-31T09:15:28.522967400Z,SKU417,,,,4,,,,,,,2026-01-21T11:29:28.522967400Z
RESERVATION,,customer180@example.com,2025-06-02T09:15:28.522967400Z,SKU818,,,,2,,,,,,,2026-01-21T10:55:28.522967400Z
RESERVATION,,customer99@example.com,2025-12-02T09:15:28.522967400Z,SKU260,,,,3,,,,,,,2026-01-21T11:04:28.522967400Z
RESERVATION,,customer62@example.com,2025-05-10T09:15:28.522967400Z,SKU449,,,,4,,,,,,,2026-01-21T10:09:28.522967400Z
RESERVATION,,customer9@example.com,2025-12-19T09:15:28.522967400Z,SKU291,,,,5,,,,,,,2026-01-21T09:34:28.522967400Z
RESERVATION,,customer397@example.com,2025-10-08T09:15:28.522967400Z,SKU727,,,,5,,,,,,,2026-01-21T10:30:28.522967400Z
RESERVATION,,customer372@example.com,2025-10-21T09:15:28.522967400Z,SKU818,,,,5,,,,,,,2026-01-21T09:55:28.522967400Z
RESERVATION,,customer13@example.com,2025-07-10T09:15:28.522967400Z,SKU188,,,,3,,,,,,,2026-01-21T10:02:28.522967400Z
RESERVATION,,customer379@example.com,2025-05-31T09:15:28.522967400Z,SKU564,,,,1,,,,,,,2026-01-21T09:44:28.522967400Z
RESERVATION,,customer483@example.com,2025-05-19T09:15:28.522967400Z,SKU308,,,,5,,,,,,,2026-01-21T10:27:28.522967400Z
RESERVATION,,customer320@example.com,2025-07-22T09:15:28.522967400Z,SKU240,,,,5,,,,,,,2026-01-21T10:28:28.522967400Z
RESERVATION,,customer154@example.com,2025-05-18T09:15:28.522967400Z,SKU69,,,,3,,,,,,,2026-01-21T11:20:28.522967400Z
RESERVATION,,customer101@example.com,2025-05-20T09:15:28.522967400Z,SKU964,,,,3,,,,,,,2026-01-21T10:33:28.522967400Z
RESERVATION,,customer243@example.com,2025-03-25T09:15:28.522967400Z,SKU557,,,,1,,,,,,,2026-01-21T10:28:28.522967400Z
RESERVATION,,customer207@example.com,2025-11-08T09:15:28.522967400Z,SKU648,,,,5,,,,,,,2026-01-21T10:33:28.522967400Z
RESERVATION,,customer261@example.com,2025-04-05T09:15:28.522967400Z,SKU99,,,,2,,,,,,,2026-01-21T09:54:28.522967400Z
RESERVATION,,customer198@example.com,2025-07-10T09:15:28.522967400Z,SKU49,,,,3,,,,,,,2026-01-21T11:20:28.522967400Z
RESERVATION,,customer62@example.com,2026-01-13T09:15:28.522967400Z,SKU838,,,,4,,,,,,,2026-01-21T11:09:28.522967400Z
RESERVATION,,customer224@example.com,2025-12-02T09:15:28.522967400Z,SKU968,,,,1,,,,,,,2026-01-21T11:01:28.522967400Z
RESERVATION,,customer159@example.com,2025-10-07T09:15:28.522967400Z,SKU859,,,,1,,,,,,,2026-01-21T10:17:28.522967400Z
RESERVATION,,customer427@example.com,2025-07-22T09:15:28.522967400Z,SKU52,,,,1,,,,,,,2026-01-21T11:17:28.522967400Z
RESERVATION,,customer72@example.com,2025-06-02T09:15:28.522967400Z,SKU299,,,,5,,,,,,,2026-01-21T10:50:28.522967400Z
RESERVATION,,customer373@example.com,2025-07-16T09:15:28.522967400Z,SKU717,,,,3,,,,,,,2026-01-21T10:12:28.522967400Z
RESERVATION,,customer283@example.com,2025-10-23T09:15:28.522967400Z,SKU990,,,,1,,,,,,,2026-01-21T10:06:28.522967400Z
RESERVATION,,customer400@example.com,2025-12-03T09:15:28.522967400Z,SKU648,,,,1,,,,,,,2026-01-21T10:10:28.522967400Z
RESERVATION,,customer94@example.com,2026-01-10T09:15:28.522967400Z,SKU530,,,,2,,,,,,,2026-01-21T11:25:28.522967400Z
RESERVATION,,customer238@example.com,2025-11-10T09:15:28.522967400Z,SKU532,,,,5,,,,,,,2026-01-21T09:43:28.522967400Z
RESERVATION,,customer417@example.com,2025-12-24T09:15:28.522967400Z,SKU828,,,,2,,,,,,,2026-01-21T10:46:28.522967400Z
RESERVATION,,customer230@example.com,2025-07-10T09:15:28.522967400Z,SKU735,,,,2,,,,,,,2026-01-21T10:52:28.522967400Z
RESERVATION,,customer445@example.com,2025-06-25T09:15:28.522967400Z,SKU839,,,,5,,,,,,,2026-01-21T11:07:28.522967400Z
RESERVATION,,customer139@example.com,2025-08-20T09:15:28.522967400Z,SKU242,,,,5,,,,,,,2026-01-21T10:06:28.522967400Z
RESERVATION,,customer70@example.com,2025-12-15T09:15:28.522967400Z,SKU663,,,,1,,,,,,,2026-01-21T09:51:28.522967400Z
RESERVATION,,customer43@example.com,2025-06-28T09:15:28.522967400Z,SKU693,,,,4,,,,,,,2026-01-21T10:29:28.522967400Z
RESERVATION,,customer365@example.com,2025-11-20T09:15:28.522967400Z,SKU644,,,,4,,,,,,,2026-01-21T11:29:28.522967400Z
RESERVATION,,customer122@example.com,2025-11-04T09:15:28.522967400Z,SKU916,,,,3,,,,,,,2026-01-21T11:18:28.522967400Z
RESERVATION,,customer52@example.com,2026-01-11T09:15:28.522967400Z,SKU62,,,,2,,,,,,,2026-01-21T10:35:28.522967400Z
RESERVATION,,customer146@example.com,2025-11-26T09:15:28.522967400Z,SKU414,,,,4,,,,,,,2026-01-21T10:15:28.522967400Z
RESERVATION,,customer100@example.com,2025-09-22T09:15:28.522967400Z,SKU771,,,,5,,,,,,,2026-01-21T10:21:28.522967400Z
RESERVATION,,customer245@example.com,2025-09-24T09:15:28.522967400Z,SKU57,,,,3,,,,,,,2026-01-21T10:56:28.522967400Z
RESERVATION,,customer97@example.com,2025-03-01T09:15:28.522967400Z,SKU980,,,,3,,,,,,,2026-01-21T10:34:28.522967400Z
RESERVATION,,customer326@example.com,2025-06-05T09:15:28.522967400Z,SKU724,,,,5,,,,,,,2026-01-21T11:19:28.522967400Z
RESERVATION,,customer124@example.com,2025-08-29T09:15:28.522967400Z,SKU706,,,,5,,,,,,,2026-01-21T11:29:28.522967400Z
RESERVATION,,customer396@example.com,2025-09-13T09:15:28.522967400Z,SKU27,,,,4,,,,,,,2026-01-21T09:31:28.522967400Z
RESERVATION,,customer330@example.com,2025-11-01T09:15:28.522967400Z,SKU212,,,,5,,,,,,,2026-01-21T10:53:28.522967400Z
RESERVATION,,customer280@example.com,2025-10-05T09:15:28.522967400Z,SKU730,,,,1,,,,,,,2026-01-21T10:51:28.522967400Z
RESERVATION,,customer41@example.com,2025-10-29T09:15:28.522967400Z,SKU89,,,,1,,,,,,,2026-01-21T10:01:28.522967400Z
RESERVATION,,customer276@example.com,2025-12-19T09:15:28.522967400Z,SKU982,,,,2,,,,,,,2026-01-21T10:39:28.522967400Z
RESERVATION,,customer289@example.com,2025-07-08T09:15:28.522967400Z,SKU131,,,,5,,,,,,,2026-01-21T10:45:28.522967400Z
RESERVATION,,customer286@example.com,2025-02-10T09:15:28.522967400Z,SKU37,,,,1,,,,,,,2026-01-21T11:29:28.522967400Z
RESERVATION,,customer204@example.com,2025-09-04T09:15:28.522967400Z,SKU762,,,,1,,,,,,,2026-01-21T09:39:28.522967400Z
RESERVATION,,customer84@example.com,2025-03-13T09:15:28.522967400Z,SKU304,,,,5,,,,,,,2026-01-21T10:23:28.522967400Z
RESERVATION,,customer403@example.com,2025-08-28T09:15:28.522967400Z,SKU730,,,,2,,,,,,,2026-01-21T11:15:28.522967400Z
RESERVATION,,customer11@example.com,2025-09-15T09:15:28.522967400Z,SKU696,,,,3,,,,,,,2026-01-21T10:46:28.522967400Z
RESERVATION,,customer477@example.com,2025-05-23T09:15:28.522967400Z,SKU813,,,,1,,,,,,,2026-01-21T10:55:28.522967400Z
RESERVATION,,customer464@example.com,2025-02-21T09:15:28.522967400Z,SKU759,,,,5,,,,,,,2026-01-21T11:06:28.522967400Z
RESERVATION,,customer477@example.com,2025-05-09T09:15:28.522967400Z,SKU534,,,,2,,,,,,,2026-01-21T11:21:28.522967400Z
RESERVATION,,customer316@example.com,2025-04-29T09:15:28.522967400Z,SKU263,,,,2,,,,,,,2026-01-21T09:59:28.522967400Z
RESERVATION,,customer212@example.com,2025-11-30T09:15:28.522967400Z,SKU95,,,,1,,,,,,,2026-01-21T11:01:28.522967400Z
RESERVATION,,customer408@example.com,2025-11-21T09:15:28.522967400Z,SKU937,,,,3,,,,,,,2026-01-21T09:34:28.522967400Z
RESERVATION,,customer294@example.com,2025-02-07T09:15:28.522967400Z,SKU301,,,,3,,,,,,,2026-01-21T09:59:28.522967400Z
RESERVATION,,customer55@example.com,2025-11-02T09:15:28.522967400Z,SKU996,,,,4,,,,,,,2026-01-21T09:51:28.522967400Z
RESERVATION,,customer126@example.com,2025-01-30T09:15:28.522967400Z,SKU70,,,,3,,,,,,,2026-01-21T11:16:28.522967400Z
RESERVATION,,customer25@example.com,2025-03-24T09:15:28.522967400Z,SKU766,,,,2,,,,,,,2026-01-21T09:46:28.522967400Z
RESERVATION,,customer290@example.com,2025-07-20T09:15:28.522967400Z,SKU247,,,,4,,,,,,,2026-01-21T11:04:28.522967400Z
RESERVATION,,customer356@example.com,2025-05-23T09:15:28.522967400Z,SKU958,,,,4,,,,,,,2026-01-21T11:25:28.522967400Z
RESERVATION,,customer20@example.com,2025-04-11T09:15:28.522967400Z,SKU987,,,,4,,,,,,,2026-01-21T10:17:28.522967400Z
RESERVATION,,customer144@example.com,2025-06-08T09:15:28.522967400Z,SKU192,,,,5,,,,,,,2026-01-21T10:21:28.522967400Z
RESERVATION,,customer131@example.com,2025-02-20T09:15:28.523971200Z,SKU86,,,,1,,,,,,,2026-01-21T10:27:28.523971200Z
RESERVATION,,customer78@example.com,2025-03-02T09:15:28.523971200Z,SKU17,,,,3,,,,,,,2026-01-21T09:45:28.523971200Z
RESERVATION,,customer270@example.com,2025-04-01T09:15:28.526931800Z,SKU805,,,,1,,,,,,,2026-01-21T10:53:28.528457600Z
RESERVATION,,customer242@example.com,2025-11-17T09:15:28.528457600Z,SKU995,,,,5,,,,,,,2026-01-21T11:28:28.528457600Z
RESERVATION,,customer177@example.com,2025-12-16T09:15:28.528457600Z,SKU892,,,,2,,,,,,,2026-01-21T10:06:28.528457600Z
RESERVATION,,customer285@example.com,2025-08-20T09:15:28.528457600Z,SKU446,,,,4,,,,,,,2026-01-21T11:15:28.528457600Z
RESERVATION,,customer246@example.com,2026-01-06T09:15:28.528457600Z,SKU189,,,,1,,,,,,,2026-01-21T10:32:28.528457600Z
RESERVATION,,customer141@example.com,2025-12-17T09:15:28.528457600Z,SKU216,,,,4,,,,,,,2026-01-21T10:36:28.528457600Z
RESERVATION,,customer73@example.com,2025-08-15T09:15:28.528457600Z,SKU800,,,,4,,,,,,,2026-01-21T09:49:28.528457600Z
RESERVATION,,customer333@example.com,2025-11-08T09:15:28.528457600Z,SKU436,,,,5,,,,,,,2026-01-21T09:35:28.528457600Z
RESERVATION,,customer300@example.com,2025-07-27T09:15:28.528457600Z,SKU267,,,,5,,,,,,,2026-01-21T09:46:28.528457600Z
RESERVATION,,customer197@example.com,2025-06-22T09:15:28.528457600Z,SKU412,,,,1,,,,,,,2026-01-21T10:17:28.528457600Z
RESERVATION,,customer473@example.com,2025-04-17T09:15:28.528457600Z,SKU28,,,,3,,,,,,,2026-01-21T10:42:28.528457600Z
RESERVATION,,customer125@example.com,2025-08-27T09:15:28.528457600Z,SKU383,,,,1,,,,,,,2026-01-21T10:17:28.528457600Z
RESERVATION,,customer361@example.com,2025-10-19T09:15:28.528457600Z,SKU645,,,,3,,,,,,,2026-01-21T10:10:28.528457600Z
RESERVATION,,customer437@example.com,2025-02-15T09:15:28.528457600Z,SKU726,,,,5,,,,,,,2026-01-21T10:13:28.528457600Z
RESERVATION,,customer382@example.com,2025-02-09T09:15:28.528457600Z,SKU773,,,,1,,,,,,,2026-01-21T09:33:28.528457600Z
RESERVATION,,customer279@example.com,2025-10-04T09:15:28.528457600Z,SKU349,,,,2,,,,,,,2026-01-21T10:41:28.528457600Z
RESERVATION,,customer383@example.com,2025-05-04T09:15:28.528457600Z,SKU599,,,,5,,,,,,,2026-01-21T10:06:28.528457600Z
RESERVATION,,customer400@example.com,2025-04-16T09:15:28.528457600Z,SKU710,,,,3,,,,,,,2026-01-21T11:24:28.528457600Z
RESERVATION,,customer236@example.com,2026-01-14T09:15:28.528457600Z,SKU583,,,,3,,,,,,,2026-01-21T09:47:28.528457600Z
RESERVATION,,customer201@example.com,2025-12-12T09:15:28.528457600Z,SKU345,,,,1,,,,,,,2026-01-21T10:59:28.528457600Z
RESERVATION,,customer391@example.com,2025-08-27T09:15:28.528457600Z,SKU802,,,,5,,,,,,,2026-01-21T11:05:28.528457600Z
RESERVATION,,customer347@example.com,2025-07-25T09:15:28.528457600Z,SKU610,,,,3,,,,,,,2026-01-21T10:34:28.528457600Z
RESERVATION,,customer56@example.com,2025-06-03T09:15:28.528457600Z,SKU597,,,,4,,,,,,,2026-01-21T10:36:28.528457600Z
RESERVATION,,customer170@example.com,2025-03-17T09:15:28.528457600Z,SKU799,,,,2,,,,,,,2026-01-21T10:37:28.528457600Z
RESERVATION,,customer367@example.com,2025-04-08T09:15:28.528457600Z,SKU669,,,,5,,,,,,,2026-01-21T10:19:28.528457600Z
RESERVATION,,customer139@example.com,2025-03-29T09:15:28.528457600Z,SKU435,,,,2,,,,,,,2026-01-21T10:26:28.528457600Z
RESERVATION,,customer469@example.com,2025-05-29T09:15:28.528457600Z,SKU794,,,,2,,,,,,,2026-01-21T10:53:28.528457600Z
RESERVATION,,customer155@example.com,2025-05-23T09:15:28.528457600Z,SKU119,,,,4,,,,,,,2026-01-21T10:05:28.528457600Z
RESERVATION,,customer380@example.com,2026-01-17T09:15:28.528457600Z,SKU666,,,,1,,,,,,,2026-01-21T11:15:28.528457600Z
RESERVATION,,customer77@example.com,2026-01-18T09:15:28.528457600Z,SKU285,,,,5,,,,,,,2026-01-21T10:18:28.528457600Z
RESERVATION,,customer183@example.com,2025-12-10T09:15:28.528457600Z,SKU326,,,,3,,,,,,,2026-01-21T10:44:28.528457600Z
RESERVATION,,customer192@example.com,2025-08-13T09:15:28.528457600Z,SKU54,,,,3,,,,,,,2026-01-21T10:07:28.528457600Z
RESERVATION,,customer9@example.com,2025-09-03T09:15:28.528457600Z,SKU759,,,,1,,,,,,,2026-01-21T09:53:28.528457600Z
RESERVATION,,customer90@example.com,2025-05-04T09:15:28.528457600Z,SKU596,,,,5,,,,,,,2026-01-21T10:53:28.528457600Z
RESERVATION,,customer428@example.com,2025-08-08T09:15:28.528457600Z,SKU360,,,,4,,,,,,,2026-01-21T10:19:28.528457600Z
RESERVATION,,customer321@example.com,2026-01-06T09:15:28.528457600Z,SKU638,,,,3,,,,,,,2026-01-21T11:03:28.528457600Z
RESERVATION,,customer322@example.com,2026-01-02T09:15:28.528457600Z,SKU554,,,,1,,,,,,,2026-01-21T09:50:28.528457600Z
RESERVATION,,customer97@example.com,2025-06-16T09:15:28.528457600Z,SKU803,,,,2,,,,,,,2026-01-21T10:20:28.528457600Z
RESERVATION,,customer482@example.com,2025-09-27T09:15:28.528457600Z,SKU556,,,,3,,,,,,,2026-01-21T10:52:28.528457600Z
RESERVATION,,customer254@example.com,2025-02-27T09:15:28.528457600Z,SKU622,,,,5,,,,,,,2026-01-21T11:05:28.528457600Z
RESERVATION,,customer115@example.com,2025-02-14T09:15:28.528457600Z,SKU808,,,,3,,,,,,,2026-01-21T09:49:28.528457600Z
RESERVATION,,customer43@example.com,2025-12-05T09:15:28.528457600Z,SKU318,,,,2,,,,,,,2026-01-21T10:10:28.528457600Z
RESERVATION,,customer175@example.com,2025-09-10T09:15:28.528457600Z,SKU370,,,,3,,,,,,,2026-01-21T09:40:28.528457600Z
RESERVATION,,customer429@example.com,2025-11-29T09:15:28.528457600Z,SKU684,,,,2,,,,,,,2026-01-21T10:59:28.528457600Z
RESERVATION,,customer469@example.com,2025-08-24T09:15:28.528457600Z,SKU785,,,,2,,,,,,,2026-01-21T10:44:28.528457600Z
RESERVATION,,customer43@example.com,2026-01-13T09:15:28.528457600Z,SKU504,,,,5,,,,,,,2026-01-21T11:06:28.528457600Z
RESERVATION,,customer417@example.com,2025-12-13T09:15:28.528457600Z,SKU283,,,,2,,,,,,,2026-01-21T10:03:28.528457600Z
RESERVATION,,customer160@example.com,2025-10-21T09:15:28.528457600Z,SKU696,,,,2,,,,,,,2026-01-21T09:55:28.528457600Z
RESERVATION,,customer274@example.com,2025-12-21T09:15:28.528457600Z,SKU11,,,,4,,,,,,,2026-01-21T09:31:28.528457600Z
RESERVATION,,customer413@example.com,2025-03-01T09:15:28.528457600Z,SKU719,,,,2,,,,,,,2026-01-21T09:50:28.528457600Z
RESERVATION,,customer109@example.com,2025-03-06T09:15:28.528457600Z,SKU679,,,,5,,,,,,,2026-01-21T09:35:28.528457600Z
RESERVATION,,customer118@example.com,2025-06-30T09:15:28.528457600Z,SKU507,,,,4,,,,,,,2026-01-21T09:54:28.528457600Z
RESERVATION,,customer238@example.com,2025-08-01T09:15:28.528457600Z,SKU786,,,,4,,,,,,,2026-01-21T09:50:28.528457600Z
RESERVATION,,customer273@example.com,2025-07-24T09:15:28.528457600Z,SKU484,,,,2,,,,,,,2026-01-21T10:55:28.528457600Z
